1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,2107,2108,2109,2110,2111,2112,2113,2114,2115,2116,2117,2118,2119,2120,2121,2122,2123,2124,2125,2126,2127,2128,2129,2130,2131,2132,2133,2134,2135,2136,2137,2138,2139,2140,2141,2142,2143,2144,2145,2146,2147,2148,2149,2150,2151,2152,2153,2154,2155,2156,2157,2158,2159,2160,2161,2162,2163,2164,2165,2166,2167,2168,2169,2170,2171,2172,2173,2174,2175,2176,2177,2178,2179,2180,2181,2182,2183,2184,2185,2186,2187,2188,2189,2190,2191,2192,2193,2194,2195,2196,2197,2198,2199,2200,2201,2202,2203,2204,2205,2206,2207,2208,2209,2210,2211,2212,2213,2214,2215,2216,2217,2218,2219,2220,2221,2222,2223,2224,2225,2226,2227,2228,2229,2230,2231,2232,2233,2234,2235,2236,2237,2238,2239,2240,2241,2242,2243,2244,2245,2246,2247,2248
93,93,64,122,114,93,122,64,83,72,99,90,52,52,110,62,9,99,99,30,119,141,119,62,110,52,168,99,80,110,52,99,90,141,110,46,69,52,130,110,160,38,168,99,160,52,192,30,110,90,90,119,149,90,52,110,99,160,69,119,133,110,62,46,141,110,9,62,69,62,46,24,46,18,3,46,141,167,30,62,62,99,80,119,38,1,38,90,62,69,90,52,30,40,90,99,69,99,69,72,110,110,69,192,110,38,5,46,38,52,79,110,93,167,118,38,90,101,52,79,38,52,79,110,110,46,69,152,90,3,52,152,62,90,52,110,30,69,90,62,79,90,90,90,69,46,62,160,118,40,82,90,79,62,110,18,38,130,46,79,110,55,101,48,48,98,79,38,69,79,24,110,30,90,110,90,90,101,98,24,110,101,79,98,55,18,46,101,118,110,159,110,98,110,79,98,46,141,48,79,93,52,24,61,98,98,121,90,90,118,90,61,130,186,90,90,151,118,52,64,82,24,14,90,69,130,110,90,90,79,72,61,55,52,69,110,24,118,98,118,69,55,132,121,46,52,118,98,61,140,90,140,52,98,169,20,92,61,3,46,72,92,98,14,38,101,69,61,72,61,69,101,110,82,89,55,101,15,167,61,151,92,38,64,118,61,64,69,72,38,79,109,140,52,46,101,79,55,55,40,109,89,82,98,38,24,98,109,52,46,79,98,92,38,79,98,52,112,82,38,82,52,52,69,69,69,48,48,129,109,55,82,69,140,38,52,101,14,38,98,30,72,48,46,79,112,48,52,55,118,129
114,93,102,152,55,48,102,48,55,80,119,99,46,46,80,90,38,69,90,160,80,119,62,46,90,99,119,69,90,90,90,119,80,119,119,62,141,62,110,141,119,99,99,99,80,130,52,46,110,130,130,90,62,149,69,62,99,177,80,141,38,141,80,80,141,90,5,80,149,110,38,38,18,10,55,62,90,130,72,119,90,110,141,38,18,9,79,79,149,99,82,99,90,52,30,46,52,62,79,90,52,133,122,99,110,110,55,5,30,99,149,130,130,144,62,24,118,110,38,90,90,52,90,99,79,69,99,149,121,52,62,110,79,110,110,101,62,90,121,110,38,118,90,93,52,38,55,90,90,62,98,98,98,52,93,38,98,62,18,46,118,52,46,40,38,82,69,79,52,79,90,52,31,98,79,38,90,79,90,72,141,93,46,46,24,20,46,110,149,93,141,90,38,79,72,52,69,98,90,52,52,113,69,90,130,90,69,118,110,61,98,110,90,90,46,79,101,79,159,130,20,14,18,144,141,46,90,90,30,38,64,48,52,24,110,93,118,61,72,143,159,110,82,48,46,79,110,110,98,130,92,130,52,48,90,149,82,82,20,69,52,3,110,110,90,48,69,79,55,38,52,89,69,38,79,69,82,40,89,48,118,52,110,46,121,98,69,92,69,30,46,192,46,79,112,79,46,30,140,14,92,159,101,52,48,46,109,121,101,82,101,101,109,89,140,79,72,109,46,18,46,69,82,101,55,61,101,69,61,101,79,52,98,98,61,30,61,82,69,24,38,61,46,48,69,69,48,31,98,129,98
93,114,122,48,72,55,55,83,83,90,111,111,52,38,46,90,99,62,168,200,30,46,80,110,69,160,46,72,69,110,90,80,110,80,62,80,110,90,130,69,119,119,99,80,130,119,90,99,119,99,119,110,62,119,160,46,80,168,119,186,119,30,52,119,110,62,69,160,130,110,99,80,80,30,14,38,90,90,110,119,110,90,177,46,1,72,1,46,20,46,79,130,90,52,79,110,110,46,110,79,79,24,130,202,177,79,24,55,160,99,72,110,69,52,99,149,110,141,90,90,99,52,101,93,79,90,99,130,160,110,79,90,90,110,118,79,82,82,110,121,48,141,62,31,98,98,72,62,90,90,93,62,26,69,30,93,64,62,90,24,98,79,62,52,79,52,90,98,79,79,118,62,110,38,79,52,48,98,90,121,62,98,62,52,24,38,90,69,118,90,118,31,90,24,144,61,110,90,121,52,98,141,61,38,110,98,38,61,98,90,46,98,69,110,113,38,98,144,110,72,55,79,98,110,79,46,52,113,98,79,61,69,113,110,79,79,98,52,52,121,52,101,167,79,118,98,46,151,110,55,98,110,98,46,61,110,90,90,30,24,61,18,46,72,90,90,18,52,61,24,4,52,92,24,101,101,40,30,110,48,79,30,89,89,69,82,52,46,48,140,110,14,194,61,79,98,82,26,24,79,46,109,55,52,101,52,109,121,46,69,72,89,140,151,98,31,82,55,101,48,40,79,61,79,72,82,61,48,61,61,79,64,69,64,89,64,30,38,69,52,69,61,24,72,69,18,30,98,140,98,98
83,152,64,83,102,31,114,122,83,119,160,150,80,30,52,80,80,119,119,80,52,99,150,150,90,62,62,99,62,69,131,119,52,52,52,62,80,110,99,52,80,80,149,72,52,110,186,46,30,46,119,110,149,38,62,99,99,168,90,80,168,69,99,152,82,80,133,119,82,179,149,99,24,30,69,80,24,69,141,152,90,90,90,152,9,9,14,38,31,5,30,46,141,119,90,110,102,119,110,110,46,167,90,46,177,62,62,192,110,113,141,79,46,102,119,38,79,62,130,52,101,79,38,99,149,69,69,110,79,110,113,69,69,90,118,99,79,90,110,90,62,101,99,62,79,110,93,62,130,90,40,118,110,90,62,55,79,118,24,24,90,90,98,38,38,101,98,55,79,118,48,121,98,82,52,118,69,55,110,38,90,149,141,98,30,14,52,46,130,118,46,93,98,61,93,98,98,90,121,26,118,110,38,55,98,110,69,38,46,113,31,161,38,98,98,52,167,79,61,52,79,110,79,24,18,46,79,79,90,79,72,98,69,98,79,48,26,141,52,30,110,98,110,98,52,79,64,98,130,90,188,72,98,98,52,98,40,55,98,61,48,82,52,52,72,90,40,30,40,18,110,69,46,79,118,38,140,55,98,110,48,69,89,143,143,79,98,98,98,89,40,24,61,38,61,64,82,98,89,109,30,46,89,92,52,109,101,79,30,38,89,143,101,98,24,64,79,26,140,79,31,143,101,40,112,82,26,38,89,46,69,46,64,64,92,61,132,30,30,69,89,64,46,48,38,69,79,92,148,79,82
102,64,40,55,114,114,133,102,144,168,99,80,80,52,69,99,69,62,99,99,80,119,69,90,52,90,110,131,110,99,119,90,24,52,80,62,46,80,69,52,69,119,99,62,69,99,130,69,48,72,110,72,90,90,99,119,99,119,119,110,80,119,160,69,69,141,110,160,141,80,90,99,46,24,30,30,38,99,30,24,102,110,144,149,4,1,30,69,1,1,1,2,82,177,18,24,141,149,141,46,170,46,52,119,160,130,177,119,160,69,90,79,99,79,90,149,99,99,62,69,130,118,14,93,79,118,62,46,40,69,93,14,24,52,93,110,82,79,90,30,46,90,90,79,40,93,110,90,121,110,69,110,141,121,101,101,149,90,62,46,90,90,38,62,118,98,93,46,55,141,79,79,151,98,132,98,98,69,113,101,118,121,90,52,30,26,52,90,110,110,55,110,62,64,31,118,79,38,93,118,110,79,101,52,38,79,90,52,69,90,90,110,90,130,98,46,110,113,90,52,69,64,30,24,72,130,79,46,113,61,69,69,149,48,48,61,113,161,38,98,52,192,98,64,46,20,64,90,113,118,30,110,121,118,90,30,30,30,40,90,69,30,20,61,69,69,69,55,69,98,90,18,24,72,46,89,46,55,98,82,46,64,69,79,79,79,89,79,79,89,98,110,30,55,89,38,101,46,30,118,55,79,72,24,46,98,52,31,38,38,89,92,69,18,24,92,64,64,109,46,92,79,148,52,101,82,40,48,79,79,48,15,40,38,109,98,151,18,24,69,118,79,98,15,98,98,46,24,109,82,64
122,93,144,31,64,162,72,72,93,62,69,111,99,62,90,99,119,52,110,80,160,46,69,52,110,119,131,113,119,99,40,52,99,80,90,52,46,62,110,55,99,99,62,69,110,110,90,122,72,80,99,69,149,119,52,55,119,119,110,80,99,168,168,90,80,110,179,110,38,52,110,149,69,38,62,64,62,64,3,24,99,99,69,38,20,52,38,31,10,46,3,9,52,110,46,14,38,38,141,167,52,130,149,38,52,110,177,130,99,167,52,99,99,90,38,24,90,46,110,79,118,38,38,186,52,110,46,110,160,99,9,14,1,24,79,101,69,90,46,24,79,90,38,149,1,110,113,62,55,110,110,79,98,98,118,130,130,110,101,90,90,82,98,69,24,62,110,110,62,62,141,79,52,118,101,62,118,118,98,79,82,98,48,24,38,72,90,121,98,79,52,79,101,48,130,62,38,52,79,151,72,110,118,79,79,79,30,72,101,69,141,79,110,110,55,98,93,93,38,24,149,52,31,98,55,55,93,79,79,79,38,110,121,110,38,52,186,52,143,79,38,52,110,46,64,38,38,79,92,79,79,149,140,161,90,61,24,72,69,110,61,90,61,20,69,82,46,82,90,46,72,113,110,30,52,89,98,89,72,30,92,82,46,89,46,61,89,40,55,55,40,18,82,79,61,69,24,46,101,69,109,52,31,48,79,148,40,14,69,79,98,79,48,38,98,14,79,79,24,72,98,31,140,48,46,92,64,89,132,98,46,20,89,69,143,82,82,20,52,61,148,72,82,48,89,52,38,38,69,112,61
144,48,93,40,40,102,72,114,46,38,62,90,99,80,52,46,122,90,62,119,110,80,160,90,141,99,90,52,110,80,80,110,168,131,52,62,99,62,141,80,119,46,141,80,99,102,69,62,110,110,141,119,110,62,52,90,130,119,80,69,130,99,130,149,69,52,168,30,30,141,168,179,113,80,24,52,90,38,31,24,80,90,46,72,141,99,40,5,30,62,62,24,20,30,62,18,18,46,99,119,149,79,110,46,52,141,141,110,110,38,99,113,90,30,62,55,152,130,79,69,40,149,160,62,110,82,99,118,121,93,30,3,20,48,118,90,152,40,38,72,46,118,52,69,141,30,62,110,79,79,101,48,38,90,118,118,130,82,52,90,110,110,90,90,79,90,98,72,90,79,141,69,62,90,52,90,90,62,98,90,121,110,48,38,30,46,93,159,130,101,72,52,110,90,62,62,118,113,38,55,61,98,110,118,101,46,24,69,110,98,110,79,72,61,52,118,110,38,79,69,141,93,31,110,82,48,98,52,52,101,55,61,121,98,52,121,79,82,151,38,79,24,141,90,79,98,79,98,61,26,161,82,118,140,46,69,61,48,121,90,90,24,79,15,61,79,26,79,110,79,40,98,110,55,118,46,118,14,89,40,52,52,6,40,113,110,101,46,98,113,52,40,38,118,52,79,109,38,92,118,118,98,52,46,46,55,72,69,52,89,79,48,38,64,82,46,101,79,61,5,98,79,79,48,72,101,64,52,129,132,79,79,148,178,46,89,69,38,38,52,79,92,69,69,18,69,82,69,46,112,72
122,133,170,114,40,102,64,93,69,46,80,111,80,80,80,38,99,90,46,69,144,160,99,38,119,69,52,119,110,69,131,150,62,99,110,110,131,80,69,149,80,131,131,80,99,52,99,99,160,119,119,119,46,62,110,80,80,110,160,69,80,80,119,119,144,90,122,62,62,160,162,160,110,46,38,69,80,30,48,69,52,72,80,80,99,110,18,18,141,149,80,38,46,79,79,24,38,24,40,90,149,52,38,119,52,160,110,62,79,90,62,40,24,38,62,110,69,99,38,99,110,133,133,18,212,121,52,64,200,69,90,38,99,110,82,99,99,79,46,110,69,160,79,18,101,186,38,130,110,38,69,110,52,62,79,101,118,62,46,113,113,118,110,52,110,90,55,69,113,82,62,69,69,64,38,52,149,52,69,90,118,93,62,72,30,40,110,144,118,98,110,46,101,98,62,159,141,90,48,46,38,90,90,90,69,69,69,69,141,110,52,90,98,72,69,101,130,98,55,69,72,90,52,93,110,46,69,79,79,118,101,52,130,46,82,69,24,52,55,61,61,40,161,110,52,79,90,118,98,46,118,20,69,69,10,130,24,98,46,46,118,20,48,130,69,61,90,118,46,46,113,90,92,69,79,79,31,98,64,140,40,113,82,46,140,113,113,148,46,52,89,82,118,52,79,82,69,101,109,64,121,143,79,52,118,52,52,98,64,101,52,92,31,30,118,159,98,52,52,72,92,55,38,72,64,48,30,109,140,109,92,46,55,79,79,92,38,64,18,30,72,109,31,38,38,89,79,69,46,52,79
145,133,83,72,93,114,114,122,99,160,111,90,80,80,144,90,30,90,119,62,141,62,62,46,52,72,80,69,99,52,141,119,90,80,141,99,110,168,119,55,69,179,119,131,102,110,110,141,90,90,80,130,99,38,62,69,102,80,149,69,110,110,141,99,149,69,80,170,80,119,168,130,80,62,90,72,30,30,80,110,72,62,119,62,90,80,30,69,69,99,69,80,110,93,40,72,38,3,38,69,64,113,160,141,122,79,110,90,167,99,3,18,30,119,130,110,130,102,46,110,130,110,46,110,90,99,62,149,160,118,101,121,141,90,99,62,79,101,62,69,30,38,52,55,90,90,160,62,38,98,79,79,52,52,90,82,101,98,130,90,118,69,72,38,218,1,121,160,110,62,90,52,46,98,101,110,110,62,62,118,110,90,98,62,3,24,98,101,72,90,101,52,52,79,93,167,52,110,69,18,149,118,90,90,79,79,79,61,98,118,52,79,110,93,144,118,110,101,46,38,46,52,69,52,79,46,30,118,121,101,144,79,110,98,82,55,24,38,79,121,61,61,149,79,82,69,98,118,118,55,72,61,38,9,61,46,79,5,72,79,55,72,46,69,30,90,118,82,79,52,26,26,90,98,69,79,90,40,64,140,18,143,69,30,64,64,69,101,52,132,218,132,61,140,79,79,38,98,82,82,48,89,140,140,30,46,112,79,46,69,52,30,31,92,48,121,121,89,118,82,38,79,89,109,61,52,140,112,89,64,40,72,64,92,69,48,92,98,26,55,79,38,24,69,98,79,52,98,46,30,55
122,102,83,55,93,152,170,114,69,119,111,80,69,90,111,90,133,30,119,160,69,62,119,90,110,52,80,110,110,80,180,150,62,62,52,62,99,141,99,119,69,80,168,131,52,119,149,160,69,99,62,69,99,99,90,90,119,62,80,168,80,69,186,130,160,90,80,141,168,80,160,99,80,90,38,90,31,80,149,52,99,80,46,149,46,30,80,62,24,69,80,69,110,160,149,30,24,9,14,46,141,79,99,160,130,46,79,162,69,62,69,52,79,121,119,79,90,149,90,62,110,119,110,72,24,52,99,62,90,130,141,110,79,52,79,118,55,38,20,69,110,141,99,90,46,130,110,69,79,99,160,62,93,141,101,62,118,113,52,110,110,55,69,160,20,110,160,40,110,98,110,30,98,144,118,98,62,118,113,110,110,69,98,79,52,52,90,90,62,141,46,52,79,38,40,52,101,98,101,62,46,149,62,113,79,24,52,90,113,113,61,52,90,79,167,98,46,113,90,52,48,38,72,79,79,90,90,110,118,61,118,121,132,132,82,110,46,90,98,93,79,90,79,52,69,69,61,46,72,98,82,90,30,5,82,61,55,72,55,90,92,79,18,38,110,90,46,46,69,24,61,46,98,118,6,101,14,143,30,64,82,89,140,14,52,89,98,89,148,121,48,52,113,64,40,79,185,9,46,92,69,55,64,121,98,18,55,98,52,92,98,26,159,159,20,79,24,69,52,89,82,151,109,31,89,112,72,30,64,79,72,48,46,48,30,48,148,101,82,14,30,40,89,61,109,92,79,98,72,48,46
